responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_2Xdo0msVDVCbhKr,anonymous,Yes,Yes,About Once a Day,About Once a Day,Don't use at all,Don't use at all,About Once a Day,Don't use at all,About Once a Day,About Once a Day,About Once a Day,About Once a Day,About Once a Day,I'm not sure,I'm not sure,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,-99,-99,-99,-99,,-99,I'm not sure.,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,Yes,Sometimes,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,18 - 24,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_5AzXcLzKz5Sxgfn,anonymous,Yes,Yes,Several Times a Day,Less Often,Less Often,Don't use at all,Don't use at all,Less Often,Don't use at all,Less Often,A Few Times a Week,Less Often,Several Times a Day,Yes,Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Because sometimes these things need to be put in check in someone's got to be there to see it,Agree,Agree,Agree,Agree,,Important,Not important,Important,Important,Neither important nor unimportant,,,,,55 - 64,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,Some college but no degree,"$10,000 - $19,999",5,5,6,8,8,8,8,6,7,4,4,8,8,9,8,6,5,5,6,5,3,4,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes
R_3GBBgCZfcS2edkL,anonymous,Yes,Yes,About Once a Day,About Once a Day,Don't use at all,Don't use at all,Less Often,Less Often,About Once a Day,About Once a Day,About Once a Day,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Because I can?,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,,-99,-99,-99,-99,-99,,,,,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,5,4,5,-99,-99,Sometimes,Sometimes,-99,-99,-99,Sometimes,-99
R_2sSj4tHWrMUzDB9,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Less Often,Don't use at all,Several Times a Day,Less Often,A Few Times a Week,Every Few Weeks,Less Often,Don't use at all,Several Times a Day,I'm not sure,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,-99,-99,-99,No,No,No,No,-99,No,-99,No,No,-99,-99,-99,No,Yes,when I agree with more than one answer ,Agree,Agree,Neither Agree Nor Disagree,Disagree,,Neither important nor unimportant,Important,Important,Not important,Important,,,,,18 - 24,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$20,000 - $29,999",4,4,3,5,8,6,3,4,3,5,3,9,9,5,9,8,5,-99,-99,-99,-99,-99,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always
R_phKoYTVWrCXYBFv,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,Don't use at all,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Less Often,Several Times a Day,Yes,Yes,No,No,Yes,No,No,,Yes,No,No,I'm not sure.,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,I'm not sure.,No,I'm not sure.,I'm not sure.,No,No,Yes,No,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,I don't trust something ,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,25 - 34,Woman,0,0,0,0,0,0,0,0,0,Something else,0,0,Black or African American,0,0,0,0,0,0,"Professional Degree (For example: MBA, MFA, DDS, DVM, LLB, JD)","$100,000 - $149,999",4,5,6,6,5,5,Not Sensitive 1,5,4,6,5,6,5,6,6,Not Sensitive 1,3,3,3,3,3,3,Always,Always,Always,Always,Always,Always,Always
R_2AGoSY6ubBU5o0S,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Less Often,Less Often,Don't use at all,Less Often,Several Times a Day,Several Times a Day,Every Few Weeks,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometime mean you do it sometime but not often ,Agree,Agree,Agree,Agree,,Not important,Important,Important,Important,Important,,,,,18 - 24,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,Native Hawaiian or other Pacific Islander,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",7,7,5,5,9,7,Very Sensitive 10,7,8,6,5,5,5,7,8,6,Complete Trust - 7,3,4,3,2,4,Always,Always,Always,Always,Always,Always,Always
R_2v0bvvAAxQXmH3O,anonymous,Yes,Yes,Don't use at all,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,No,Yes,Yes,No,No,No,,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,"Emotions. Sometimes that a personal matter, but it could save lives if the person is suicidal.",Agree,Agree,Agree,Agree,,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Important,,,,,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,"Master's degree (For example: MA, MS)","Less than $10,000",8,5,3,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,3,Very Sensitive 10,7,6,5,Very Sensitive 10,Very Sensitive 10,8,9,6,5,2,5,4,No trust at all - 1,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always
R_2PoIPPbpsTLXOFs,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,A Few Times a Week,Several Times a Day,Several Times a Day,Several Times a Day,A Few Times a Week,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,I'm not sure.,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,The statement ,Agree,Agree,Agree,Agree,,Not important,Important,Important,Neither important nor unimportant,Important,,,,,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,Some college but no degree,"$70,000 - $79,999",-99,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,4,6,4,4,5,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes
R_31jjJMyc8pXO2Jw,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,-99,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,-99,-99,-99,-99,,-99,No,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,-99,-99,Yes,Because I'm indecisive ,Agree,Agree,Agree,Agree,,Important,-99,-99,-99,-99,,,,,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$60,000 - $69,999",Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,9,Not Sensitive 1,Not Sensitive 1,5,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,4,7,Very Sensitive 10,Not Sensitive 1,2,No trust at all - 1,5,No trust at all - 1,3,No trust at all - 1,Never,Never,Sometimes,Always,Never,Sometimes,Always
R_3KmzD8nitSBpk0p,anonymous,Yes,Yes,About Once a Day,Don't use at all,Every Few Weeks,Don't use at all,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,About Once a Day,I'm not sure,,Yes,No,Yes,No,No,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,I'm not sure.,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Sometimes it is no one's business.,Agree,Agree,Agree,Neither Agree Nor Disagree,,Important,Not important,Important,Important,Important,,,,,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Very Sensitive 10,9,Very Sensitive 10,3,Very Sensitive 10,Very Sensitive 10,7,7,Not Sensitive 1,7,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,6,5,6,4,No trust at all - 1,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes
R_2V9XXnVm0cN6RJ4,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,Don't use at all,Several Times a Day,Don't use at all,Several Times a Day,Several Times a Day,-99,-99,-99,Yes,Yes,-99,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,No,No,No,No,,No,No,No,-99,No,No,No,I'm not sure.,No,Yes,-99,-99,-99,No,No,-99,-99,-99,-99,-99,No,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Just lazy ,Agree,Agree,Agree,Agree,,Important,Important,Important,Important,Important,,,,,18 - 24,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,Some college but no degree,"Less than $10,000",-99,-99,-99,-99,Very Sensitive 10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,-99,-99,-99,-99,Never,-99,-99,-99,-99
R_6s1PrXG5UkRAqVb,anonymous,Yes,Yes,A Few Times a Week,Several Times a Day,Less Often,Don't use at all,Don't use at all,Don't use at all,About Once a Day,A Few Times a Week,Several Times a Day,Several Times a Day,Several Times a Day,No,No,No,Yes,Yes,Yes,Yes,,I'm not sure.,Yes,Yes,I'm not sure.,Yes,I'm not sure.,No,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,I feel sometimes it's OK for them to get certain information and sometimes it's not OK,Agree,Agree,Agree,Agree,,Important,Neither important nor unimportant,Important,Important,Important,,,,,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,Associate degree,"$60,000 - $69,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,2,Very Sensitive 10,7,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,3,No trust at all - 1,4,3,5,4,Always,Always,Always,Always,Always,Always,Sometimes
R_3Ny0UZBSb5aoU09,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,I might allow it if asked my permission,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,-99,-99,-99,-99,-99,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_2V8TUjDSqpHJjDM,anonymous,Yes,Yes,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,,,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,sometimes i just dont the answer and that is why i would say that,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$20,000 - $29,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,4,4,4,4,4,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes
R_3PYqyaZxyxLjOyg,anonymous,Yes,Yes,A Few Times a Week,Less Often,Don't use at all,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,Every Few Weeks,Don't use at all,About Once a Day,Yes,Yes,No,I'm not sure.,I'm not sure.,No,No,No,No,I'm not sure.,I'm not sure.,Yes,I'm not sure.,No,No,I'm not sure.,Yes,I'm not sure.,I'm not sure.,No,No,No,I'm not sure.,No,No,No,No,No,No,No,I'm not sure.,I'm not sure.,No,No,No,I'm not sure.,No,No,No,No,No,No,I'm not sure.,No,No,No,No,I'm not sure.,I'm not sure.,I'm not sure.,No,No,No,No,I'm not sure.,No,No,No,Yes,I don't spread misinformation,Agree,Agree,Agree,Agree,Disagree,Important,Not important,Not important,Not important,Not important,I'm not sure,Good idea,Extremely Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$20,000 - $29,999",Very Sensitive 10,5,9,9,Very Sensitive 10,Very Sensitive 10,7,6,Very Sensitive 10,Very Sensitive 10,5,Very Sensitive 10,8,Very Sensitive 10,7,Very Sensitive 10,No trust at all - 1,No trust at all - 1,6,No trust at all - 1,No trust at all - 1,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never
R_1pu0o3Q8N0F5Bzq,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,No,No,I'm not sure.,No,No,I'm not sure.,No,I'm not sure.,No,I'm not sure.,No,I'm not sure.,I'm not sure.,No,No,I'm not sure.,Yes,Don't know ,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,I'm not sure,I'm not sure,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",7,7,6,6,7,6,8,7,6,6,7,6,6,7,8,5,5,3,3,3,4,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_1IzJQHMkQIL10S9,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Feel the media has some points,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,Bad idea,Moderately Concerned,Neither Concerned nor Unconcerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$40,000 - $49,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,9,6,5,6,Very Sensitive 10,Very Sensitive 10,9,8,8,2,No trust at all - 1,4,No trust at all - 1,No trust at all - 1,3,Always,Always,Always,Always,Always,Always,Always
R_3ptDhQtrf5j4VkG,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,question being asked,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Important,Important,I'm not sure,Bad idea,Extremely Concerned,Extremely Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$70,000 - $79,999",9,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,Not Sensitive 1,9,9,5,9,Very Sensitive 10,Very Sensitive 10,9,Not Sensitive 1,4,3,3,No trust at all - 1,4,4,Always,Always,Always,Always,Always,Always,Always
R_AoOj9BdYPdTo0DL,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No presumption of privacy in public,Agree,Agree,Neither Agree Nor Disagree,Agree,Disagree,Neither important nor unimportant,Not important,Not important,Not important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,45 - 54,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$10,000 - $19,999",3,4,5,Very Sensitive 10,5,7,Not Sensitive 1,Not Sensitive 1,5,Not Sensitive 1,Not Sensitive 1,4,5,4,3,6,3,3,3,No trust at all - 1,2,2,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes
R_z7k4lLf4guANXvb,anonymous,Yes,Yes,Less Often,Don't use at all,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Less Often,Every Few Weeks,,,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,No,I'm not sure.,Yes,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,not sure if it actually will benefit both sides,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Neither important nor unimportant,Neither important nor unimportant,Important,Important,I'm not sure,Good idea,Moderately Concerned,Extremely Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",Very Sensitive 10,Very Sensitive 10,4,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,5,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,2,3,No trust at all - 1,6,2,No trust at all - 1,No trust at all - 1,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always
R_3hlt525JPrClbTl,anonymous,Yes,Yes,A Few Times a Week,A Few Times a Week,Less Often,Don't use at all,Less Often,Less Often,Don't use at all,Don't use at all,Less Often,Don't use at all,Several Times a Day,No,No,Yes,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Different situations call for different responses.,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Important,Important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,45 - 54,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",-99,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,5,5,4,5,5,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes
